company_name,fyear,status_label,current_asset,costs_of_good_sold,depreciation_and_amortization,ebitda,inventory,net_income,total_receivables,market_value,net_sales,total_assets,total_long_term_debts,ebit,gross_profit,total_current_liabilities,retained_earnings,total_revenue,total_liabilities,total_operating_expenses,division,majorgroup,division_name,majorgroup_name
C_1594,2000,failed,25835.0,34.763,33806.0,5263.0,1414.0,-1308.0,106.0,10.881,13056.0,17652.0,-2303.0,6.922,11178.0,44687.0,5.1025,23455.0,44687.0,44581.0,D,39,Manufacturing,Miscellaneous Manufacturing
C_7001,2002,failed,24279.0,33316.0,26.433,7435.0,1801.0,-27061.0,-25.26,-25.26,0.0,5.427,-26128.0,-73643.0,0.0,1173.0,46.1971,13481.0,1173.0,26.433,D,28,Manufacturing,Chemicals & Allied Products
C_1342,2007,failed,6188.0,15401.0,18075.0,3554.0,591.0,38.0,629.0,8171.0,3076.0,8624.0,-597.0,-30586.0,1743.0,26246.0,8.2297,12414.0,26246.0,25617.0,D,28,Manufacturing,Chemicals & Allied Products
C_7374,2005,failed,31744.0,57797.0,46.763,672.0,4044.0,-33959.0,-29915.0,-29915.0,0.219,9653.0,-32.989,-111099.0,878.0,16848.0,41.0757,24455.0,16848.0,46.763,D,28,Manufacturing,Chemicals & Allied Products
C_7770,2007,failed,407995.0,762185.0,1485229.0,300.0,12578.0,37433.0,50011.0,86.378,81488.0,104618.0,33799.0,64611.0,85.02,1571.607,532.5258,408482.0,1571.607,1521596.0,D,28,Manufacturing,Chemicals & Allied Products
C_6,2007,failed,7229.0,28571.0,18026.0,10093.0,1064.0,1029.0,2093.0,4870.0,601.0,8483.0,504.0,-720.0,1027.0,22896.0,3499.0539,25914.0,22896.0,20803.0,E,45,"Transportation, Communications & Utilities",Air Transportation
C_3636,2005,failed,25114.0,26702.0,23309.0,25725.0,0.5,9.2,9.7,29845.0,5862.0,14737.0,6727.0,-569173.0,3826.0,53154.0,77.2781,141048.0,53154.0,43.454,D,36,Manufacturing,Electronic & Electrical Equipment
C_3530,2007,failed,5175.0,6176.0,10.19,0.0,528.0,-10.01,-9482.0,5.127,1546.0,9088.0,-20998.0,-148518.0,2296.0,15317.0,16.4671,9088.0,15317.0,24799.0,D,38,Manufacturing,Instruments & Related Products
C_2305,1999,failed,189286.0,244838.0,189306.0,51732.0,11674.0,38275.0,49949.0,241668.0,15565.0,159895.0,36058.0,-173773.0,84.43,430974.0,391.9405,213479.0,430974.0,381025.0,I,73,Services,Business Services
C_4586,2002,failed,30022.0,235896.0,117.49,216694.0,17736.0,15853.0,33589.0,70.802,1824.0,28409.0,-24722.0,-18002.0,4.01,188292.0,14.904,251568.0,188292.0,154703.0,I,70,Services,Hotels & Lodging
C_10,2018,alive,924991.0,17664202.0,2335206.0,4638232.0,582354.0,773687.0,1356.041,1356.041,294094.0,1648964.0,511047.0,2593475.0,400.988,3691247.0,9551.0904,12315497.0,3691247.0,2335206.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_1995,2002,failed,10153.0,28.1,4.344,0.0,2619.0,-0.661,1958.0,10.324,1075.0,2151.0,-6011.0,-38501.0,3.316,14668.0,19.7478,2151.0,14668.0,12.71,D,28,Manufacturing,Chemicals & Allied Products
C_7224,2010,failed,203.934,1498.798,907728.0,667875.0,39147.0,73892.0,113039.0,113039.0,34195.0,246.34,12.77,63089.0,40602.0,1020767.0,147.3587,1379305.0,1020767.0,907728.0,E,45,"Transportation, Communications & Utilities",Air Transportation
C_4593,2001,failed,23152.0,37061.0,17575.0,19846.0,1.559,-23459.0,-21.9,-772.0,8.098,9.57,-25768.0,-95013.0,3745.0,16803.0,324.3528,35924.0,16803.0,38703.0,D,28,Manufacturing,Chemicals & Allied Products
C_6556,2002,failed,46083.0,172.969,96.38,27913.0,55.226,-69055.0,-13829.0,36107.0,0.0,55036.0,-72345.0,-796273.0,15232.0,132487.0,59.2348,91344.0,132487.0,146316.0,I,73,Services,Business Services
C_4110,2002,failed,6408.0,7.753,7034.0,10.0,0.57,-8163.0,-7593.0,5.177,3.85,3547.0,-10.33,-94238.0,0.786,12211.0,9.9071,13547.0,12211.0,19804.0,D,38,Manufacturing,Instruments & Related Products
C_6773,2012,failed,2676.0,25369.0,6349.0,6104.0,1717.0,-9043.0,-7326.0,9543.0,0.0,15477.0,-19567.0,-87242.0,1832.0,15892.0,2.6719,21581.0,15892.0,23.218,I,73,Services,Business Services
C_3888,2008,failed,32.612,141731.0,38733.0,5771.0,2.02,-33905.0,-31885.0,-31885.0,10202.0,28057.0,-52.46,-295316.0,7006.0,6848.0,808.4791,35.318,6848.0,38733.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_6089,2004,failed,0.343,833.0,6.092,0.0,0.734,-2482.0,-1.748,7105.0,26.0,18195.0,-4.73,-139096.0,286.0,13197.0,1314.0,18195.0,13197.0,14945.0,I,73,Services,Business Services
C_7188,2012,failed,126361.0,1442.472,111608.0,843793.0,66564.0,19801.0,86365.0,107.45,5.127,165.966,-126226.0,-393833.0,46003.0,219058.0,241.4864,1299338.0,219058.0,132.693,B,13,Mining,Oil & Gas Extraction
C_4521,2006,failed,380952.0,560.32,335.21,150.0,21641.0,181093.0,202734.0,422554.0,0.0,284505.0,118516.0,501662.0,9367.0,757.764,2723.7584,456375.0,757.764,555.03,I,82,Services,Educational Services
C_926,2012,failed,6.302,75.091,32985.0,20473.0,3485.0,2.0,5485.0,12.471,54.0,105016.0,-22696.0,-101993.0,0.24,45456.0,0.3633,125489.0,45456.0,39971.0,I,79,Services,Amusement & Recreation
C_3910,2011,failed,169417.0,355131.0,610453.0,73.91,42505.0,-80376.0,-37871.0,223298.0,88.74,107283.0,-106423.0,95656.0,0.0,833.751,121.5198,242034.0,833.751,871622.0,G,56,Retail Trade,Apparel Stores
C_7924,2011,failed,20237.0,267802.0,42654.0,202.0,22986.0,24893.0,47879.0,65058.0,4.31,26336.0,-1403.0,-216.31,10288.0,107712.0,246.4406,261.854,107712.0,59833.0,B,13,Mining,Oil & Gas Extraction
C_1001,2014,alive,36670.0,53870.0,167316.0,8180.0,766.0,3376.0,4142.0,11729.0,14296.0,33497.0,1476.0,10985.0,15914.0,179045.0,52478.4,44399.0,179045.0,174903.0,F,51,Wholesale Trade,Wholesale Trade – Nondurable Goods
C_7297,2011,failed,125751.0,277.044,98759.0,511065.0,60027.0,45948.0,105975.0,385032.0,12188.0,59117.0,-14759.0,-804703.0,79555.0,483791.0,32.3838,571216.0,483791.0,377816.0,I,80,Services,Health Services
C_744,2009,failed,43905.0,56702.0,126173.0,0.16,7157.0,371.0,7528.0,56228.0,2.75,13803.0,-4.0,-108758.0,21844.0,182401.0,71.4532,15276.0,182401.0,174873.0,I,80,Services,Health Services
C_5368,1999,failed,719852.0,1451.373,624599.0,913506.0,54957.0,-46398.0,8559.0,208.14,0.0,341838.0,-112736.0,-225945.0,165384.0,832.739,1419.1133,1259887.0,832.739,824.18,D,34,Manufacturing,Fabricated Metal Products
C_8019,2009,failed,90814.0,739543.0,110206.0,695029.0,91991.0,7317.0,99308.0,136247.0,6.139,111449.0,-47298.0,-500892.0,36969.0,246453.0,684.7695,914039.0,246453.0,147145.0,B,13,Mining,Oil & Gas Extraction
C_1702,2002,failed,18586.0,22909.0,39374.0,8352.0,555.0,1097.0,1652.0,9935.0,8995.0,6317.0,815.0,-1032.0,7835.0,49309.0,9.2678,14669.0,49309.0,47657.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_7018,2010,failed,217.184,424.47,256381.0,427.04,63048.0,-55038.0,8.01,82404.0,54941.0,57355.0,-465437.0,-1096.176,76484.0,338785.0,121.6861,485599.0,338785.0,330775.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_5099,2002,failed,205449.0,272958.0,202206.0,0.64,10704.0,20337.0,31041.0,138.831,197859.0,146.92,9907.0,48777.0,1621.0,341037.0,142.9739,154305.0,341037.0,309996.0,G,59,Retail Trade,Miscellaneous Retail
C_2166,1999,failed,5.287,13778.0,10027.0,1003.0,1.559,-1997.0,-0.438,-0.438,868.0,8046.0,-1577.0,-62909.0,3526.0,9589.0,24.5562,9049.0,9589.0,10027.0,D,28,Manufacturing,Chemicals & Allied Products
C_8922,2010,failed,23.74,64817.0,2471.0,1093.0,2314.0,-27823.0,-25509.0,8951.0,797.0,12791.0,-29748.0,-78575.0,1556.0,11422.0,318.7148,20447.0,11422.0,36931.0,D,38,Manufacturing,Instruments & Related Products
C_5076,2017,failed,195797.0,540.598,197512.0,87738.0,44282.0,-95571.0,-51289.0,-8756.0,78999.0,42431.0,-253116.0,279779.0,37705.0,188756.0,276.2241,134833.0,188756.0,240045.0,D,32,Manufacturing,"Stone, Clay & Glass"
C_7462,2006,failed,254062.0,990726.0,308177.0,618379.0,45392.0,92324.0,137716.0,293262.0,103853.0,109033.0,31288.0,-85421.0,109694.0,601439.0,428802.0,874.146,601439.0,463723.0,D,22,Manufacturing,Textile Mill Products
C_8325,2014,failed,151042.0,215121.0,20078.0,0.0,2.5,64023.0,66523.0,202047.0,34781.0,45676.0,37977.0,-51.08,26544.0,222125.0,1490.3982,49.454,222125.0,155602.0,D,28,Manufacturing,Chemicals & Allied Products
C_1180,2001,failed,280119.0,546135.0,319018.0,256.17,17095.0,30063.0,47158.0,181732.0,169523.0,82243.0,8501.0,47.59,80944.0,500.75,196.6356,418754.0,500.75,453592.0,D,39,Manufacturing,Miscellaneous Manufacturing
C_1643,2006,failed,24329.0,136485.0,41514.0,40348.0,3832.0,-53637.0,-49805.0,-34.987,452.0,12701.0,-60541.0,-177.742,509.0,6527.0,384.1765,54997.0,6527.0,56332.0,B,13,Mining,Oil & Gas Extraction
C_489,2003,failed,136454.0,167493.0,289702.0,9541.0,7284.0,10558.0,17842.0,143.568,131661.0,46993.0,6513.0,59863.0,1521.0,433.27,64414.0,58.3,433.27,415.428,G,53,Retail Trade,General Merchandise Stores
C_1216,2006,failed,41.17,479264.0,32.33,201.5,76994.0,-25451.0,51543.0,83824.0,0.0,63337.0,1639.0,-15832.0,20354.0,116154.0,1020.9272,274131.0,116154.0,64611.0,B,13,Mining,Oil & Gas Extraction
C_3277,2007,failed,112584.0,183063.0,109057.0,57755.0,8309.0,-56.266,-47957.0,23263.0,13611.0,74623.0,-91717.0,-192373.0,38721.0,132.32,353.8188,140351.0,132.32,180277.0,D,28,Manufacturing,Chemicals & Allied Products
C_624,2002,failed,55583.0,287249.0,28075.0,213864.0,27542.0,-29807.0,-2265.0,76571.0,2434.0,64703.0,-111374.0,-1429201.0,8.73,104646.0,7.5228,280.979,104646.0,106911.0,E,48,"Transportation, Communications & Utilities",Communications
C_7510,2009,failed,19346.0,41253.0,5023.0,0.0,3258.0,-2.581,677.0,51.259,0.0,18308.0,-6267.0,-59023.0,8792.0,56282.0,84.3786,18308.0,56282.0,55605.0,I,73,Services,Business Services
C_6335,2012,failed,54355.0,94492.0,140638.0,0.0,8908.0,-20461.0,-11553.0,82061.0,30544.0,43739.0,-21554.0,-58721.0,0.0,222699.0,32.8982,53239.0,222699.0,234252.0,G,59,Retail Trade,Miscellaneous Retail
C_6477,2006,failed,10621.0,33832.0,8224.0,0.0,3.77,-26927.0,-23157.0,-6509.0,2.85,4216.0,-26454.0,-525.463,0.08,1715.0,39.9857,5.29,1715.0,24872.0,D,28,Manufacturing,Chemicals & Allied Products
C_6872,2004,failed,4430.0,10292.0,17384.0,1513.0,685.0,-406.0,279.0,1273.0,889.0,3922.0,-1536.0,-3165.0,2540.0,18657.0,1270.1,9763.0,18657.0,18378.0,D,37,Manufacturing,Transportation Equipment
C_7401,2009,failed,208983.0,643379.0,405.99,297.47,31424.0,144945.0,176.369,425166.0,57.686,136525.0,84993.0,357723.0,105576.0,831.156,1774.8966,471086.0,831.156,654.787,D,25,Manufacturing,Furniture & Fixtures
C_1519,2006,failed,27407.0,72791.0,17933.0,24216.0,1135.0,3.61,4745.0,18232.0,6226.0,7.68,1908.0,12375.0,14435.0,36165.0,77.9589,34093.0,36165.0,31.42,D,38,Manufacturing,Instruments & Related Products
C_1576,2001,failed,226581.0,1669.37,392108.0,54.0,78132.0,191938.0,270.07,336921.0,28071.0,73.69,136159.0,1075612.0,182592.0,729029.0,2380.9594,382034.0,729029.0,458959.0,E,44,"Transportation, Communications & Utilities",Water Transportation
C_5531,2003,failed,62.0,241.0,157.0,0.0,0.164,-1087.0,-923.0,0.194,11.0,1179.0,-1105.0,-9294.0,0.0,351.0,1.3655,1179.0,351.0,1274.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_5046,2003,failed,2747.0,10579.0,6068.0,3032.0,831.0,-2394.0,-1.563,5.952,0.0,2196.0,-2.308,-99.02,1023.0,12.02,10.6762,5228.0,12.02,13583.0,I,82,Services,Educational Services
C_350,2002,failed,51286.0,65845.0,14712.0,15.654,5545.0,-33.85,-28305.0,8275.0,0.0,14774.0,-34017.0,-125.49,3542.0,22987.0,36.2136,30428.0,22987.0,51292.0,D,28,Manufacturing,Chemicals & Allied Products
C_7688,2010,failed,4056.0,12982.0,16468.0,917.0,1.7,-17555.0,-15855.0,-15855.0,0.0,5464.0,-17732.0,-73546.0,49.0,613.0,27.4736,6381.0,613.0,16468.0,D,28,Manufacturing,Chemicals & Allied Products
C_3628,2007,failed,1663.0,13221.0,1988.0,5939.0,325.0,592.0,917.0,1084.0,199.0,999.0,264.0,-1894.0,427.0,3072.0,6000.2489,8692.0,3072.0,2155.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_6266,2000,failed,1.563,1934.0,247.0,0.0,8.0,-422.0,-414.0,904.0,0.0,1264.0,-409.0,-521.0,958.0,1151.0,19.6429,1724.0,1151.0,1565.0,D,28,Manufacturing,Chemicals & Allied Products
C_5189,2006,failed,8.569,9031.0,441.0,6.078,65.0,-12552.0,-12487.0,145.0,0.22,1338.0,-12657.0,-84834.0,83.0,586.0,44324.0,9175.0,586.0,13073.0,D,38,Manufacturing,Instruments & Related Products
C_5079,2002,failed,3197.0,13.859,41137.0,3883.0,1102.0,1.424,2526.0,6091.0,356.0,6313.0,677.0,-12134.0,205.0,47228.0,2.8951,11.279,47228.0,44702.0,G,58,Retail Trade,Eating & Drinking Places
C_14,2010,failed,195553.0,231851.0,288821.0,0.55,2.796,14099.0,16895.0,57.81,74857.0,74.629,6581.0,87911.0,85678.0,346631.0,145628.0,92207.0,346631.0,329736.0,F,51,Wholesale Trade,Wholesale Trade – Nondurable Goods
C_5033,2002,failed,883.0,3698.0,12.83,828.0,715.0,-13.301,-12586.0,-12586.0,0.0,18671.0,-21.578,-81858.0,15.0,244.0,11.1288,19499.0,244.0,12.83,D,38,Manufacturing,Instruments & Related Products
C_1821,2005,failed,187992.0,334842.0,437474.0,97086.0,13497.0,17.76,31257.0,239352.0,159986.0,91062.0,5.2,45.28,7284.0,676826.0,130.4034,214938.0,676826.0,645569.0,G,53,Retail Trade,General Merchandise Stores
C_344,2000,failed,29745.0,32.998,14809.0,47.0,943.0,6.288,7231.0,17027.0,6557.0,3915.0,4.53,15036.0,8.822,31836.0,49.5107,6.01,31836.0,24605.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_5681,2005,failed,2.816,6105.0,9682.0,107.0,1327.0,-2532.0,-1205.0,-1205.0,0.0,2232.0,-2.288,-46469.0,883.0,8477.0,25176.0,2874.0,8477.0,9682.0,D,28,Manufacturing,Chemicals & Allied Products
C_535,2001,failed,1231333.0,4296362.0,1320583.0,1499794.0,208129.0,387946.0,596075.0,1008132.0,504986.0,759597.0,214651.0,90846.0,462145.0,2328715.0,4408.7895,2453875.0,2328715.0,1732.64,D,35,Manufacturing,Industrial Machinery & Equipment
C_1602,2005,failed,1492833.0,14546242.0,2736998.0,2959262.0,243.82,1196226.0,1440046.0,2858619.0,44103.0,1446658.0,534689.0,2813462.0,798441.0,5595.617,9280.1368,7820691.0,5595.617,4155571.0,E,48,"Transportation, Communications & Utilities",Communications
C_4882,2007,failed,25076.0,33433.0,40989.0,0.0,3781.0,-13321.0,-9.54,39142.0,4276.0,37872.0,-23646.0,-782472.0,2651.0,80131.0,19.5525,53845.0,80131.0,89671.0,I,73,Services,Business Services
C_4521,2001,failed,134.21,195399.0,229602.0,0.0,18527.0,51606.0,70133.0,180949.0,0.0,108393.0,33714.0,146765.0,12679.0,410551.0,853.9092,117211.0,410551.0,340418.0,I,82,Services,Educational Services
C_4347,2006,failed,392923.0,899.859,437269.0,6041.0,26.4,-44969.0,-18.569,-18.569,9643.0,757113.0,-56673.0,-633.82,78046.0,418.7,392.7362,1259642.0,418.7,437269.0,D,27,Manufacturing,Printing & Publishing
C_3098,2007,failed,133069.0,1105195.0,66339.0,413059.0,143825.0,-131341.0,12.484,97851.0,4.236,143196.0,-149347.0,-156.992,38761.0,164.19,1252.1867,569494.0,164.19,151.706,B,13,Mining,Oil & Gas Extraction
C_3343,1999,failed,71766.0,87.91,55962.0,0.0,3983.0,14991.0,18974.0,45247.0,0.0,16.31,10462.0,24731.0,20653.0,101209.0,78.1975,16.31,101209.0,82235.0,I,80,Services,Health Services
C_1702,2016,failed,3.541,6364.0,4311.0,737.0,42.0,-1884.0,-1842.0,1878.0,917.0,1167.0,-2.731,-14061.0,997.0,6189.0,4.2383,2784.0,6189.0,8031.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_3392,2001,failed,228829.0,389544.0,459.72,67929.0,19783.0,20706.0,40489.0,298501.0,170003.0,111671.0,6226.0,96047.0,28806.0,758221.0,35.5902,186283.0,758221.0,717732.0,G,53,Retail Trade,General Merchandise Stores
C_1545,1999,failed,8.528,18317.0,7.712,5812.0,0.37,-4.57,-4.2,358.0,1464.0,2932.0,-3707.0,-93652.0,1.59,8.07,7.0444,15813.0,8.07,12.27,D,35,Manufacturing,Industrial Machinery & Equipment
C_326,2002,failed,444.8,915.7,548.6,255.4,23.0,0.6,23.6,144.6,147.6,282.2,-222.9,-189.3,89.3,693.2,200.8363,781.7,693.2,669.6,D,35,Manufacturing,Industrial Machinery & Equipment
C_5834,2009,failed,6.873,66584.0,5278.0,13.0,5134.0,-9763.0,-4629.0,4757.0,0.0,6.219,-15124.0,-34446.0,3236.0,10035.0,78.4176,21892.0,10035.0,14664.0,B,13,Mining,Oil & Gas Extraction
C_8133,2009,failed,81.22,1119179.0,66.228,378078.0,11218.0,18357.0,29575.0,45265.0,10789.0,64043.0,8839.0,-37615.0,21039.0,111493.0,301516.0,442121.0,111493.0,81918.0,B,13,Mining,Oil & Gas Extraction
C_6016,2004,failed,61127.0,537186.0,49.86,111734.0,30249.0,170852.0,201101.0,208177.0,5.18,71097.0,109.15,162672.0,35749.0,258.037,3615.3812,269194.0,258.037,56.936,B,13,Mining,Oil & Gas Extraction
C_807,2006,failed,122148.0,172.948,209654.0,0.0,5.873,25205.0,31.078,71172.0,46917.0,33764.0,16244.0,123192.0,49825.0,280826.0,163.59,39291.0,280826.0,249748.0,D,34,Manufacturing,Fabricated Metal Products
C_596,2001,failed,543474.0,984.94,1812597.0,381886.0,29761.0,-70638.0,-40877.0,467.85,218005.0,341.08,-161928.0,-106.53,169.677,2280447.0,376.5443,810197.0,2280447.0,2321324.0,D,37,Manufacturing,Transportation Equipment
C_4098,2001,failed,204302.0,533.392,869643.0,286533.0,60358.0,-33234.0,27124.0,27124.0,5349.0,125.82,-39496.0,-27816.0,72292.0,896.767,16.4327,515395.0,896.767,869643.0,E,42,"Transportation, Communications & Utilities",Trucking & Warehousing
C_3909,2015,failed,108374.0,219074.0,235482.0,9302.0,16998.0,-2657.0,14341.0,263271.0,72509.0,92523.0,-4.483,-12024.0,16.013,498753.0,92.4893,126176.0,498753.0,484412.0,G,56,Retail Trade,Apparel Stores
C_1883,2000,failed,171929.0,254795.0,551.838,31705.0,14277.0,25.72,39997.0,229411.0,149602.0,61.4,14849.0,91342.0,15.43,781.249,276.0784,95108.0,781.249,741252.0,G,53,Retail Trade,General Merchandise Stores
C_1342,2008,failed,4.108,14837.0,18053.0,5455.0,622.0,-1.427,-805.0,6134.0,1839.0,7149.0,-1652.0,-33668.0,1288.0,24187.0,2.0336,14931.0,24187.0,24992.0,D,28,Manufacturing,Chemicals & Allied Products
C_1199,2012,failed,5121.0,52449.0,10157.0,12517.0,2272.0,2611.0,4883.0,4883.0,444.0,6256.0,830.0,4646.0,2999.0,15040.0,17306.2492,39123.0,15040.0,10157.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_3711,2007,failed,41962.0,46609.0,49.1,0.0,1.553,-9645.0,-8092.0,7471.0,17.19,23891.0,-17766.0,-177.068,10999.0,56.571,82.1766,27.27,56.571,64663.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_5157,2002,failed,11873.0,22.18,10464.0,4.48,3363.0,-10132.0,-6769.0,12.949,1246.0,5.583,-17.24,-36286.0,4045.0,23413.0,3.1494,10063.0,23413.0,30182.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_8002,2007,failed,120768.0,1874995.0,316148.0,1210455.0,57.75,55832.0,113582.0,272.78,9046.0,128445.0,-231424.0,-368369.0,85.474,588928.0,508283.0,1421007.0,588928.0,475346.0,D,27,Manufacturing,Printing & Publishing
C_535,2009,failed,6140606.0,18866183.0,5556639.0,5847.258,906697.0,783.348,1690045.0,3270.294,2239762.0,2796888.0,253766.0,4931843.0,2504876.0,8826933.0,13067.9599,9067479.0,8826933.0,7136.888,D,35,Manufacturing,Industrial Machinery & Equipment
C_5541,2003,failed,58087.0,693.06,244.87,380492.0,15447.0,93737.0,109184.0,161116.0,6597.0,83485.0,71.99,-186682.0,43591.0,405986.0,861.12,620716.0,405986.0,296802.0,D,27,Manufacturing,Printing & Publishing
C_2004,2004,failed,12.46,30621.0,47.196,17868.0,2052.0,1.83,3882.0,12101.0,4.653,6783.0,609.0,-4.733,3507.0,59297.0,24.5881,24899.0,59297.0,55415.0,D,37,Manufacturing,Transportation Equipment
C_6247,2004,failed,81.0,111.0,1.292,0.0,0.028,-2061.0,-2033.0,627.0,0.0,2131.0,-2061.0,-25847.0,0.0,1919.0,4.8369,2131.0,1919.0,3952.0,I,73,Services,Business Services
C_6589,2000,failed,71583.0,118048.0,14862.0,0.0,11.75,-52056.0,-40306.0,18186.0,3918.0,9296.0,-51028.0,-64.448,5.59,33048.0,189.2897,9296.0,33048.0,73354.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_489,2013,failed,181597.0,235093.0,338271.0,107885.0,10421.0,-12169.0,-1.748,135781.0,162.67,46019.0,-26425.0,39204.0,12305.0,474052.0,29.6152,158951.0,474052.0,475.8,G,53,Retail Trade,General Merchandise Stores
C_2796,2001,failed,4323.0,20009.0,674.0,0.0,3.0,-18011.0,-15011.0,9938.0,1385.0,56959.0,-77.66,-219409.0,716.0,10612.0,35934.0,64.724,10612.0,25623.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_3910,2000,failed,127597.0,277453.0,371944.0,1103.0,19872.0,63.623,83495.0,217.494,82693.0,47799.0,39754.0,131.646,2754.0,589438.0,1135435.0,64322.0,589438.0,505943.0,G,56,Retail Trade,Apparel Stores
C_1002,1999,alive,27013.0,39951.0,36197.0,5.28,1526.0,1335.0,2861.0,15257.0,13461.0,6051.0,782.0,24341.0,8.572,51.454,15.6839,11331.0,51.454,48593.0,D,31,Manufacturing,Leather Products
C_7535,2005,failed,551.01,925689.0,1941034.0,143714.0,43144.0,207001.0,250145.0,363228.0,233681.0,226709.0,112246.0,50981.0,125389.0,2304262.0,998.0666,474961.0,2304262.0,2054117.0,D,20,Manufacturing,Food & Kindred Products
C_139,2009,failed,11427.0,12857.0,1787.0,0.0,135.0,-6526.0,-6391.0,1749.0,1794.0,843.0,-11385.0,-16674.0,1746.0,3536.0,46892.0,916.0,3536.0,9927.0,D,38,Manufacturing,Instruments & Related Products
C_2953,2003,failed,16.749,19644.0,10568.0,0.0,836.0,-10958.0,-10122.0,-10122.0,0.26,2.38,-11268.0,-33625.0,299.0,446.0,149.3632,2.38,446.0,10568.0,D,28,Manufacturing,Chemicals & Allied Products
C_8415,2012,failed,45269.0,452153.0,108942.0,0.0,17015.0,56.101,73116.0,205437.0,763.0,602928.0,-49441.0,-311205.0,12323.0,314379.0,20.1953,628567.0,314379.0,241263.0,I,73,Services,Business Services
C_2073,2009,failed,1206.0,9036.0,0.686,3009.0,0.19,-489.0,-299.0,457.0,0.0,1953.0,-48.0,-87881.0,0.876,1143.0,8.9763,5072.0,1143.0,1442.0,H,65,"Finance, Insurance & Real Estate",Real Estate
C_4238,2016,failed,255608.0,1103.29,955.99,399415.0,79555.0,29811.0,109366.0,109366.0,0.0,191495.0,24844.0,184944.0,135045.0,1065356.0,230.5166,722275.0,1065356.0,955.99,E,42,"Transportation, Communications & Utilities",Trucking & Warehousing
C_3674,2003,failed,287219.0,960545.0,788.358,531001.0,30991.0,8941.0,39932.0,203862.0,87.608,125058.0,-27035.0,33889.0,94142.0,992.22,389.4636,740164.0,992.22,952288.0,D,26,Manufacturing,Paper & Allied Products
C_4113,2002,failed,300141.0,447883.0,227486.0,115426.0,11.34,35707.0,47047.0,244783.0,136606.0,50309.0,23167.0,126335.0,149868.0,472269.0,144.8636,168.316,472269.0,425222.0,G,59,Retail Trade,Miscellaneous Retail
C_3168,2003,failed,51598.0,85.364,39265.0,3935.0,2.09,14297.0,16387.0,38296.0,16.603,4647.0,8488.0,-39296.0,8626.0,77561.0,302.8713,8582.0,77561.0,61174.0,D,28,Manufacturing,Chemicals & Allied Products
C_1522,2004,failed,180892.0,284173.0,411955.0,0.0,16.606,-18132.0,-1526.0,164132.0,144702.0,67.05,-12205.0,74681.0,0.0,576087.0,211.0332,102242.0,576087.0,577613.0,G,57,Retail Trade,Furniture & Home Furnishings
C_2305,2001,failed,84.73,125.63,51371.0,14473.0,10652.0,23215.0,33867.0,146197.0,4043.0,127843.0,17293.0,-289337.0,49074.0,197568.0,309.8888,145985.0,197568.0,163701.0,I,73,Services,Business Services
C_4001,2001,failed,94151.0,279821.0,83.972,84.1,11062.0,36824.0,47886.0,116475.0,11151.0,31257.0,15962.0,322934.0,23584.0,200447.0,110.9142,123074.0,200447.0,152561.0,D,32,Manufacturing,"Stone, Clay & Glass"
C_6178,2004,failed,69425.0,122946.0,282.36,0.0,4189.0,-1209.0,2.98,84721.0,0.0,69167.0,-13043.0,-176771.0,64064.0,367081.0,51408.0,72882.0,367081.0,364101.0,E,47,"Transportation, Communications & Utilities",Transportation Services
C_5410,2002,failed,261933.0,369173.0,300.804,0.0,21303.0,3.91,25213.0,84085.0,29921.0,43429.0,4.111,78.246,53264.0,384889.0,354.8178,43512.0,384889.0,359676.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_7374,2006,failed,19443.0,42006.0,44243.0,0.0,3919.0,-43352.0,-39433.0,-39433.0,2077.0,17256.0,-41.99,-153085.0,304.0,4.81,142.1754,30134.0,4.81,44243.0,D,28,Manufacturing,Chemicals & Allied Products
C_5447,2007,failed,284238.0,624259.0,648836.0,14467.0,52453.0,-10669.0,41784.0,502636.0,139993.0,168488.0,-2488.0,190945.0,42785.0,1151472.0,582.9167,322396.0,1151472.0,1109688.0,G,56,Retail Trade,Apparel Stores
C_4593,2002,failed,26476.0,45328.0,21709.0,25012.0,2267.0,-15771.0,-13504.0,12.484,9397.0,7.633,-8665.0,-103678.0,9.34,34.193,19.7406,38532.0,34.193,47697.0,D,28,Manufacturing,Chemicals & Allied Products
C_350,2008,failed,41494.0,174033.0,19528.0,132.0,9485.0,-29603.0,-20118.0,67.32,7.7,249846.0,-64755.0,-510513.0,17602.0,86848.0,6.5952,255217.0,86848.0,106966.0,D,28,Manufacturing,Chemicals & Allied Products
